      DATE & TIME:      |   STATUS:   |     REF:     |    EQU:     |   NWT:   |        MRN:        | PKG: |   ABS:   |    DAT:    
2023-02-15 12:05:23,049 |         NEW:|   77997986   | UACU3904020 | 14412.93 | 22SEE493IU4R428G98 | 766  | 51059536 | 2022-03-24 
2023-02-15 12:05:23,095 |         NEW:| GOTC05462300 | TRLU7449027 | 19771.00 | 22SEE4ZCAL55AK0C57 | 1452 | 51060006 | 2022-04-07 
2023-02-15 12:05:23,131 |         NEW:|   77147038   | TGHU1513324 | 14662.94 | 22SEE32TSS1RMNMCR6 | 748  | 51060056 | 2022-03-01 
2023-02-15 12:05:23,163 |         NEW:| GOTC03831800 | GCXU2238670 | 17905.50 | 22SEE3STXS402V8PX9 | 1155 | 51060759 | 2022-03-15 
2023-02-15 12:05:23,194 |         NEW:| GOTC06358800 | TCKU4209793 | 19308.00 | 22SEE6CWB21LN0U539 | 968  | 51060876 | 2022-05-04 
2023-02-15 12:05:23,222 |         NEW:| GOTC05031900 | TGBU4495433 | 18851.00 | 22SEE4YY553JOH26F7 | 1210 | 51060880 | 2022-04-07 
2023-02-15 12:05:23,253 |         NEW:| GOTC03763500 | TTNU3728317 |  2208.00 | 22SEE3VMUJ2NDW0738 | 160  | 51061252 | 2022-03-17 
2023-02-15 12:05:23,279 |         NEW:|   16000229   | FANU1709851 | 22161.00 | 22SEE2HT2Z5U974EL7 | 1352 | 51061295 | 2022-02-18 
2023-02-15 12:05:23,306 |         NEW:|   10713578   | FANU1678745 | 18466.00 | 22SEE45DAX5M4Q81L2 | 1210 | 51061417 | 2022-03-22 
2023-02-15 12:05:23,335 |         NEW:|   79309677   | TGHU6604617 | 18721.00 | 22SEE32A812L2KU2C0 | 1144 | 51061418 | 2022-03-01 
2023-02-15 12:05:23,363 |         NEW:|   78621346   | HLBU2803876 | 18458.00 | 22SEE3D52E12RN2PN4 | 1210 | 51061420 | 2022-03-07 
2023-02-15 12:05:23,389 |         NEW:|   35347805   | UACU5433757 | 19134.00 | 22SEE58AZM1NMYUG20 | 968  | 51061488 | 2022-04-12 
2023-02-15 12:05:23,421 |         NEW:|   79113011   | HLBU3438628 | 19083.00 | 22SEE3VKLN1BCGU3K9 | 968  | 51061489 | 2022-03-17 
2023-02-15 12:05:23,452 |         NEW:|   78125836   | FANU1723314 | 17835.25 | 22SEE2G4MQ0E35IFE2 | 903  | 51061490 | 2022-02-17 
2023-02-15 12:05:23,492 |         NEW:|  2GOT001204  | MRKU9282866 | 17575.00 | 22SEE2TKJ832HC6E30 | 1696 | 51061554 | 2022-02-24 
2023-02-15 12:05:23,522 |         NEW:|  2GOT001206  | MSKU2520959 | 16948.00 | 22SEE2RHW31NH5E5Q5 | 2310 | 51061555 | 2022-02-23 
2023-02-15 12:05:23,550 |         NEW:|  2GOT001949  | MSKU7172563 | 18195.00 | 22SEE4YNQG0T3L2R40 | 920  | 51061556 | 2022-04-07 
2023-02-15 12:05:23,579 |         NEW:|  2GOT001945  | SUDU7627748 | 18179.00 | 22SEE5MRPQ0MVS49G0 | 920  | 51061557 | 2022-04-20 
2023-02-15 12:05:23,604 |         NEW:|  2GOT001505  | MRKU7532781 | 18391.00 | 22SEE3E1E23E8500H3 | 920  | 51061558 | 2022-03-07 
2023-02-15 12:05:23,632 |         NEW:| GOTC02117400 | CRXU1267598 | 17140.00 | 22SEE2GHJJ15MQGHM6 | 2310 | 51061582 | 2022-02-17 
2023-02-15 12:05:23,668 |         NEW:| GOTC02116300 | TCLU3570258 | 17134.00 | 22SEE2GHJP3WATG7D0 | 2310 | 51061584 | 2022-02-17 
2023-02-15 12:05:23,700 |         NEW:| GOTC02595700 | TCLU7283847 | 13609.00 | 22SEE3IV8W4CL2GAB6 | 1176 | 51061589 | 2022-03-10 
2023-02-15 12:05:23,739 |         NEW:|   25689931   | UACU3468991 | 14424.06 | 22SEE2HNAT0YV3MFI6 | 837  | 51061721 | 2022-02-18 
2023-02-15 12:05:23,771 |         NEW:| GOTC02211600 | TRHU3906364 | 13123.00 | 22SEE2HY783JU62DV0 | 1790 | 51061856 | 2022-02-18 
2023-02-15 12:05:23,813 |         NEW:| GOTC02208500 | TCKU1465024 | 14348.00 | 22SEE2CBQJ1T442G20 | 1440 | 51061857 | 2022-02-15 
2023-02-15 12:05:23,844 |         NEW:| GOTC02212700 | TCLU2999356 | 19141.00 | 22SEE2CJY81X07Y162 | 1920 | 51061858 | 2022-02-15 
2023-02-15 12:05:23,872 |         NEW:| GOTC02210500 | TCLU7557676 | 19136.00 | 22SEE2C4335RSA0AD1 | 1920 | 51061859 | 2022-02-15 
2023-02-15 12:05:23,902 |         NEW:| GOTC02209600 | TCLU7208740 | 19153.00 | 22SEE2GHJB18SYOIH6 | 1920 | 51061860 | 2022-02-17 
2023-02-15 12:05:23,927 |         NEW:|   31342220   | HLBU2749501 | 16139.00 | 22SEE2N0PO0OXCGOB5 | 960  | 51061865 | 2022-02-21 
2023-02-15 12:05:23,959 |         NEW:|   25689931   | HLBU1513002 | 14989.00 | 22SEE2HHM709LBYNQ8 | 879  | 51061868 | 2022-02-18 
2023-02-15 12:05:23,989 |         NEW:|  2GOT000895  | MRKU9412759 | 17916.00 | 22SEE24ZVN2IPOG4X6 | 1155 | 51061966 | 2022-02-11 
2023-02-15 12:05:24,020 |         NEW:|  2GOT000882  | MSKU4052029 | 17493.30 | 22SEE2CJYL4J8YK550 | 889  | 51062150 | 2022-02-15 
2023-02-15 12:05:24,055 |         NEW:|  2GOT000882  | MRSU0055680 | 18907.00 | 22SEE2C2MR1P90U5H4 | 960  | 51062151 | 2022-02-15 
2023-02-15 12:05:24,097 |         NEW:|  2GOT000882  | SUDU7919420 | 18913.00 | 22SEE2C4323XM2AP61 | 960  | 51062152 | 2022-02-15 
2023-02-15 12:05:24,131 |         NEW:|  2GOT000881  | MRKU7590448 | 18939.00 | 22SEE2C2N34XT4UR47 | 960  | 51062153 | 2022-02-15 
2023-02-15 12:05:24,180 |         NEW:|  2GOT000881  | MSKU7347276 | 18942.00 | 22SEE2C2MX0TEYICQ5 | 960  | 51062154 | 2022-02-15 
2023-02-15 12:05:24,221 |         NEW:|  2GOT000881  | MSKU3905322 | 18939.00 | 22SEE2BVUT1GITGML1 | 960  | 51062155 | 2022-02-15 
2023-02-15 12:05:24,258 |         NEW:| GOTC10733700 | TGHU5056566 | 22144.72 | 22SEEB3AC31SI2QCG5 | 1352 | 51062211 | 2022-08-04 
2023-02-15 12:05:24,296 |         NEW:| GOTC10712400 | TCNU7293523 | 22144.72 | 22SEEB3LSU3DBBW8K1 | 1352 | 51062212 | 2022-08-04 
2023-02-15 12:05:24,336 |         NEW:| GOTC10717900 | FFAU3656335 | 22144.72 | 22SEEB4I1N5Y4I4OM0 | 1352 | 51062213 | 2022-08-05 
2023-02-15 12:05:24,371 |         NEW:| GOTC10719400 | DRYU9465510 | 22144.72 | 22SEEB4L2J1X9GG9X1 | 1352 | 51062214 | 2022-08-05 
2023-02-15 12:05:24,406 |         NEW:| GOTC10723600 | TRHU6871657 | 22144.72 | 22SEEB3U122UH4MDA6 | 1352 | 51062215 | 2022-08-04 
2023-02-15 12:05:24,444 |         NEW:| GOTC10730400 | NYKU0798646 | 22144.72 | 22SEEB3ALE0YEO84M4 | 1352 | 51062216 | 2022-08-04 
2023-02-15 12:05:24,482 |         NEW:| GOTC10711300 | FDCU0427672 | 22144.72 | 22SEEB3I2W0XRB4O57 | 1352 | 51062217 | 2022-08-04 
2023-02-15 12:05:24,535 |         NEW:| GOTC09487700 | TCLU4666267 | 20318.32 | 22SEE9L6XR5FS2KI61 | 2112 | 51062224 | 2022-07-06 
2023-02-15 12:05:24,585 |         NEW:| GOTC08130500 | TCKU4380569 | 18712.00 | 22SEE8TE514KSK85J2 | 1210 | 51062226 | 2022-06-21 
2023-02-15 12:05:24,632 |         NEW:| GOTC10129600 | NYKU0840751 | 22144.72 | 22SEEA7NAZ3H0O66S6 | 1352 | 51062235 | 2022-07-18 
2023-02-15 12:05:24,668 |         NEW:| GOTC10104600 | ONEU0039647 | 22144.72 | 22SEEA7RN451ML6Q83 | 1352 | 51062236 | 2022-07-18 
2023-02-15 12:05:24,704 |         NEW:| GOTC10109400 | TRHU7331777 | 22144.72 | 22SEEA7LRH26X1I127 | 1352 | 51062237 | 2022-07-18 
2023-02-15 12:05:24,737 |         NEW:| GOTC10102400 | TCLU9340191 | 22144.72 | 22SEEA7LRL0E0SSGS3 | 1352 | 51062238 | 2022-07-18 
2023-02-15 12:05:24,770 |         NEW:| GOTC03732800 | TCLU1679492 | 22140.00 | 22SEE3TSWY141AE569 | 1352 | 51062246 | 2022-03-16 
2023-02-15 12:05:24,807 |         NEW:| GOTC03760900 | NYKU3900999 | 16144.00 | 22SEE3XW4C0KXPC3J4 | 1134 | 51062295 | 2022-03-18 
2023-02-15 12:05:24,836 |         NEW:| GOTC02213800 | NYKU3818432 | 14281.00 | 22SEE2HU735BJHSB53 | 1950 | 51062299 | 2022-02-18 
2023-02-15 12:05:24,865 |         NEW:| GOTC07574900 | TCKU4774198 | 22856.00 | 22SEE7BKXP0V41E578 | 1144 | 51062358 | 2022-05-23 
2023-02-15 12:05:24,895 |         NEW:| GOTC07582800 | TCKU4631875 | 23839.00 | 22SEE7C4B11ZBAIPC0 | 1540 | 51062364 | 2022-05-23 
2023-02-15 12:05:24,924 |         NEW:| GOTC07581700 | TCKU4400475 | 23844.00 | 22SEE7BV052UQ7KKJ0 | 1540 | 51062365 | 2022-05-23 
2023-02-15 12:05:24,956 |         NEW:| GOTC07576400 | GIPU4398151 | 23856.00 | 22SEE7BKXS25SD2BH7 | 1540 | 51062366 | 2022-05-23 
2023-02-15 12:05:24,985 |         NEW:| GOTC06816700 | UETU4132244 | 23861.00 | 22SEE6SXN114ZU0BS9 | 1540 | 51062370 | 2022-05-13 
2023-02-15 12:05:25,011 |         NEW:| GOTC06357700 | MOFU5867801 | 23859.00 | 22SEE6F85G3L1B46X8 | 1540 | 51062373 | 2022-05-05 
2023-02-15 12:05:25,042 |         NEW:| GOTC06361900 | SEGU5967163 | 23833.00 | 22SEE6D56U2W3WQ476 | 1540 | 51062374 | 2022-05-04 
2023-02-15 12:05:25,076 |         NEW:| GOTC08122600 | KKFU7818907 | 22122.00 | 22SEE8S23O247R0E48 | 1352 | 51062376 | 2022-06-20 
2023-02-15 12:05:25,111 |         NEW:| GOTC08125900 | CAIU9344333 | 22139.00 | 22SEE8S23O58HZKI88 | 1352 | 51062377 | 2022-06-20 
2023-02-15 12:05:25,141 |         NEW:| GOTC07137400 | MOFU0656220 | 22162.00 | 22SEE71JV737HTORJ4 | 1352 | 51062378 | 2022-05-18 
2023-02-15 12:05:25,174 |         NEW:| GOTC08128500 | KKFU8149600 | 22123.00 | 22SEE8S23V3JP9O942 | 1352 | 51062379 | 2022-06-20 
2023-02-15 12:05:25,206 |         NEW:| GOTC07132600 | TGHU5281314 | 22162.00 | 22SEE72FJN3HFDMI70 | 1352 | 51062383 | 2022-05-18 
2023-02-15 12:05:25,243 |         NEW:| GOTC07116800 | MOFU0734703 | 22169.00 | 22SEE723X10MKY4864 | 1352 | 51062384 | 2022-05-18 
2023-02-15 12:05:25,274 |         NEW:| GOTC07124700 | KKFU1827985 | 22170.00 | 22SEE72E5U2JFV8O70 | 1352 | 51062385 | 2022-05-18 
2023-02-15 12:05:25,305 |         NEW:| GOTC05025500 | TLLU1629904 | 19311.00 | 22SEE4VMFR0L2JSJ39 | 968  | 51062396 | 2022-04-05 
2023-02-15 12:05:25,335 |         NEW:| GOTC05029900 | KKFU1812943 | 18824.00 | 22SEE4WBPS236Z4AX8 | 1210 | 51062398 | 2022-04-06 
2023-02-15 12:05:25,368 |         NEW:| GOTC05027700 | NYKU8351124 | 18705.00 | 22SEE4YFYO063RO9P0 | 1210 | 51062399 | 2022-04-07 
2023-02-15 12:05:25,392 |         NEW:| GOTC05032300 | TCNU4283178 | 17611.00 | 22SEE4YDGO5R6Z2IR3 | 1760 | 51062400 | 2022-04-07 
2023-02-15 12:05:25,421 |         NEW:| GOTC05464500 | ONEU0245150 | 20431.00 | 22SEE50IOZ1F9PKMQ9 | 2112 | 51062401 | 2022-04-08 
2023-02-15 12:05:25,450 |         NEW:| GOTC10132700 | SEGU4918288 | 18737.84 | 22SEEA924H0TP065M2 | 1144 | 51062403 | 2022-07-19 
2023-02-15 12:05:25,477 |         NEW:| GOTC05034500 | MOFU5811280 | 19292.00 | 22SEE4XKX13807MNT9 | 968  | 51062407 | 2022-04-06 
2023-02-15 12:05:25,506 |         NEW:| GOTC05035600 | NYKU8433958 | 18839.00 | 22SEE4YCUO4LXZWBF5 | 1210 | 51062408 | 2022-04-07 
2023-02-15 12:05:25,536 |         NEW:| GOTC10097300 | GAOU6523355 | 19481.44 | 22SEEA871E1FLR6888 | 1188 | 51062412 | 2022-07-18 
2023-02-15 12:05:25,565 |         NEW:|   26467753   | UACU5138284 | 19380.08 | 22SEE4WNVM51536L51 | 1188 | 51062414 | 2022-04-06 
2023-02-15 12:05:25,599 |         NEW:|   31690367   | HLXU8121778 | 19474.00 | 22SEE4V17L3YWUQNL0 | 1188 | 51062415 | 2022-04-05 
2023-02-15 12:05:25,633 |         NEW:| GOTC05738900 | TCLU4676497 | 22754.00 | 22SEE5ONCJ243LU106 | 1144 | 51062418 | 2022-04-21 
2023-02-15 12:05:25,661 |         NEW:| GOTC05744600 | UETU4056078 | 23894.00 | 22SEE5OYO34A9J8L68 | 1540 | 51062428 | 2022-04-21 
2023-02-15 12:05:25,692 |         NEW:| GOTC05736700 | NYKU8340109 | 23865.00 | 22SEE5OEU704F1UHN8 | 1540 | 51062429 | 2022-04-21 
2023-02-15 12:05:25,725 |         NEW:| GOTC05740900 | DFSU4375668 | 23874.00 | 22SEE5OCGY1HGBUBG8 | 1540 | 51062430 | 2022-04-21 
2023-02-15 12:05:25,755 |         NEW:| GOTC05741300 | TTNU5393608 | 22152.00 | 22SEE5NHFQ5OGZA290 | 1352 | 51062437 | 2022-04-20 
2023-02-15 12:05:25,777 |         NEW:| GOTC05742400 | MOFU0654871 | 22166.00 | 22SEE5OBPA44BV09A0 | 1352 | 51062438 | 2022-04-21 
2023-02-15 12:05:25,806 |         NEW:| GOTC05743500 | BSIU4055565 | 22159.00 | 22SEE5OCH21H7MS1C9 | 1352 | 51062439 | 2022-04-21 
2023-02-15 12:05:25,835 |         NEW:| GOTC03736500 | TCLU8211142 | 22752.00 | 22SEE3TY8L5XPT8QA2 | 1144 | 51062451 | 2022-03-16 
2023-02-15 12:05:25,858 |         NEW:| GOTC03739800 | TCLU7891873 | 22758.00 | 22SEE3U2SH4I8TG7S3 | 1144 | 51062452 | 2022-03-16 
2023-02-15 12:05:25,888 |         NEW:| GOTC07151700 | TCKU4881895 | 19382.00 | 22SEE72D253E1R00I4 | 1406 | 51062461 | 2022-05-18 
2023-02-15 12:05:25,915 |         NEW:| GOTC06822400 | DFSU4312063 | 19026.00 | 22SEE6S27W09Q8M5D0 | 1202 | 51062465 | 2022-05-12 
2023-02-15 12:05:25,943 |         NEW:| GOTC06807700 | TCLU4437492 | 18810.00 | 22SEE6S5GR4BLKYG38 | 1210 | 51062475 | 2022-05-12 
2023-02-15 12:05:25,971 |         NEW:| GOTC06362300 | TLLU6099860 | 22223.00 | 22SEE6D02I1VYUE6V1 | 1352 | 51062478 | 2022-05-04 
2023-02-15 12:05:26,000 |         NEW:| GOTC06366700 | BMOU3140754 | 22189.00 | 22SEE6D2P831524J17 | 1352 | 51062479 | 2022-05-04 
2023-02-15 12:05:26,024 |         NEW:| GOTC06814500 | DRYU4286554 | 22860.00 | 22SEE6S4075B9LO126 | 1144 | 51062486 | 2022-05-12 
2023-02-15 12:05:26,052 |         NEW:|  2GOT003239  | MSKU4371453 | 16661.00 | 22SEE7CLOE0Q7DOM65 | 1155 | 51062491 | 2022-05-23 
2023-02-15 12:05:26,081 |         NEW:|              | TCLU6780005 | 16937.00 | 22SEE6ZDJF500KA855 | 2310 | 51062492 | 2022-05-16 
2023-02-15 12:05:26,110 |         NEW:|  2GOT002353  | TRLU9287943 | 16907.92 | 22SEE59UZ94TV4C374 | 1155 | 51062493 | 2022-04-13 
2023-02-15 12:05:26,140 |         NEW:|  2GOT001224  | TCKU3891477 | 16791.00 | 22SEE2SRH81MMJQL90 | 1155 | 51062494 | 2022-02-24 
2023-02-15 12:05:26,173 |         NEW:|  2GOT001203  | MSKU7058289 | 16777.00 | 22SEE2RAJ654RPEK10 | 1155 | 51062495 | 2022-02-23 
2023-02-15 12:05:26,201 |         NEW:|  2GOT001202  | MRKU8432914 | 17883.00 | 22SEE2RAJH0GMKC170 | 1155 | 51062496 | 2022-02-23 
2023-02-15 12:05:26,236 |         NEW:|  2GOT001223  | MRKU8828130 | 16258.00 | 22SEE2T8AW3GKZG8G9 | 1465 | 51062497 | 2022-02-24 
2023-02-15 12:05:26,274 |         NEW:|  2GOT001205  | MRKU7506519 | 16577.20 | 22SEE2TMTP3MT74JP0 | 2226 | 51062498 | 2022-02-24 
2023-02-15 12:05:26,307 |         NEW:|  2GOT001225  | MRKU9650206 | 16957.00 | 22SEE2PVKW408WQE31 | 2310 | 51062499 | 2022-02-22 
2023-02-15 12:05:26,336 |         NEW:|  2GOT001207  | MSKU5905297 | 16948.00 | 22SEE2RC4V0MHTWQV3 | 2310 | 51062500 | 2022-02-23 
2023-02-15 12:05:26,368 |         NEW:|  2GOT001221  | MSKU5950655 | 16919.30 | 22SEE2POAM06J1YHA0 | 2310 | 51062501 | 2022-02-22 
2023-02-15 12:05:26,397 |         NEW:|  2GOT001492  | SUDU1837650 | 18157.00 | 22SEE3E1E100MVMAD4 | 920  | 51062502 | 2022-03-07 
2023-02-15 12:05:26,426 |         NEW:|  2GOT001491  | MRKU9684546 | 18148.00 | 22SEE3DK7T37FBO9A9 | 920  | 51062503 | 2022-03-07 
2023-02-15 12:05:26,452 |         NEW:|  2GOT001521  | MSKU7498185 | 18288.00 | 22SEE3EXBZ2D98S7Y2 | 920  | 51062504 | 2022-03-08 
2023-02-15 12:05:26,478 |         NEW:|  2GOT001356  | MSKU7736750 | 18418.00 | 22SEE37WXV187JUFF1 | 920  | 51062505 | 2022-03-04 
2023-02-15 12:05:26,508 |         NEW:|  2GOT001357  | MRKU6754779 | 18431.00 | 22SEE36J472EZCMBQ4 | 920  | 51062506 | 2022-03-03 
2023-02-15 12:05:26,536 |         NEW:|  2GOT000879  | SUDU7749176 | 21610.00 | 22SEE2BV713KQDS0E3 | 920  | 51062512 | 2022-02-15 
2023-02-15 12:05:26,570 |         NEW:| GOTC02113700 | TRHU3462866 | 16852.00 | 22SEE2N6BK3BZ4MAV0 | 1155 | 51062551 | 2022-02-21 
2023-02-15 12:05:26,603 |         NEW:| GOTC02122700 | FCIU2805529 | 16848.00 | 22SEE2N6VP51SD85X7 | 1155 | 51062552 | 2022-02-21 
2023-02-15 12:05:26,636 |         NEW:| GOTC03363800 | TRHU2435552 |  2639.00 | 22SEE3H183596K07U2 | 360  | 51062568 | 2022-03-09 
2023-02-15 12:05:26,681 |         NEW:|  GTG0318012  | TRLU3905880 | 19158.13 | 22SEE2HHMB3ACHSOJ9 | 1051 | 51062670 | 2022-02-18 
2023-02-15 12:05:26,717 |         NEW:| GOTC02502900 | FCIU3954091 | 18305.00 | 22SEE2PIHS2ZTX6330 | 1221 | 51062728 | 2022-02-22 
2023-02-15 12:05:26,744 |         NEW:|   99466971   | HLXU1053331 | 18939.00 | 22SEE3TY8E17ZRAIT7 | 960  | 51062730 | 2022-03-16 
2023-02-15 12:05:26,773 |         NEW:|  1047318866  | MEDU2757697 | 19147.20 | 22SEE9JTSG5TZJCNB9 | 960  | 51062731 | 2022-07-05 
2023-02-15 12:05:26,804 |         NEW:|   43999969   | SEGU3646800 | 17242.50 | 22SEE3SJGQ3LZ922R4 | 1092 | 51062734 | 2022-03-15 
2023-02-15 12:05:26,833 |         NEW:|   43999969   | HLXU1255409 | 18944.00 | 22SEE3SY0N5A726N39 | 960  | 51062736 | 2022-03-15 
2023-02-15 12:05:26,863 |         NEW:|   99938322   | HLBU2972053 | 18991.00 | 22SEE4WVLN0POB02H7 | 960  | 51062737 | 2022-04-06 
2023-02-15 12:05:26,893 |         NEW:|   99938322   | GCXU2187104 | 18992.00 | 22SEE4WXLC123722F2 | 960  | 51062738 | 2022-04-06 
2023-02-15 12:05:26,923 |         NEW:| GOTC01288500 | MOAU6600309 | 17640.98 | 22SEE2FP750S4U87G0 | 1469 | 51062751 | 2022-02-17 
2023-02-15 12:05:26,955 |         NEW:|   99225933   | HLBU1828714 | 16356.71 | 22SEE44OY619EUGHW2 | 840  | 51062791 | 2022-03-22 
2023-02-15 12:05:26,985 |         NEW:| GOTC03352600 | TCLU3171073 | 12279.00 | 22SEE3FAEA04CFYGL1 | 1680 | 51062819 | 2022-03-08 
2023-02-15 12:05:27,010 |       ADDED:| GOTC03351500 | TCLU3171073 |  2389.00 | 22SEE3FADW4E1EWIE1 | 164  | 51062820 | 2022-03-08 
                        |  NEW VALUES:|              |             | 12279.00 |                    | 1680 |          |            
2023-02-15 12:05:27,039 |         NEW:| GOTC03350400 | TRHU2913224 | 16920.00 | 22SEE3HNMD5G1T4QI0 | 2310 | 51062881 | 2022-03-09 
2023-02-15 12:05:27,069 |         NEW:|  1047160121  | TCKU1675988 | 19147.20 | 22SEE9K4P01FTZU944 | 960  | 51062947 | 2022-07-05 
2023-02-15 12:05:27,105 |         NEW:|  2GOT002812  | PONU0201551 | 17901.54 | 22SEE6DFJ60FDAWR81 | 1156 | 51063005 | 2022-05-04 
2023-02-15 12:05:27,136 |         NEW:| GOTC03006900 | NYKU4273086 | 19089.00 | 22SEE30UQ11V6VQI74 | 1623 | 51063027 | 2022-02-28 
2023-02-15 12:05:27,158 |         NEW:|   19042109   | CLHU9100070 | 19655.00 | 22SEE2E6WR197SK9B1 | 1196 | 51063028 | 2022-02-16 
2023-02-15 12:05:27,200 |         NEW:| GOTC03013700 | MOFU5818957 | 19288.08 | 22SEE2V2H80OMWCDE2 | 1224 | 51063043 | 2022-02-25 
2023-02-15 12:05:27,226 |         NEW:| GOTC04994500 | TCLU2386502 | 14144.00 | 22SEE4TIRX5R25G9Q8 | 1177 | 51063083 | 2022-04-04 
2023-02-15 12:05:27,259 |         NEW:| GOTC02966900 | KKTU8242430 | 24592.36 | 22SEE308LN0S7UA9S5 | 924  | 51063084 | 2022-02-28 
2023-02-15 12:05:27,290 |         NEW:| GOTC02119600 | TRHU3148270 | 16180.00 | 22SEE2HVF83ZELMJV4 | 1045 | 51063085 | 2022-02-18 
2023-02-15 12:05:27,326 |         NEW:| GOTC02119600 | TCLU3282077 | 17888.00 | 22SEE2HOLQ5KCUS0X2 | 1155 | 51063088 | 2022-02-18 
2023-02-15 12:05:27,375 |         NEW:| GOTC02119600 | TRHU3884542 | 17891.00 | 22SEE2HP625J38U8N0 | 1155 | 51063090 | 2022-02-18 
2023-02-15 12:05:27,408 |       ADDED:| GOTC03363800 | TRHU2435552 | 13695.00 | 22SEE3H1802SVG8CP4 | 1109 | 51063091 | 2022-03-09 
                        |  NEW VALUES:|              |             | 16334.00 |                    | 1469 |          |            
2023-02-15 12:05:27,436 |         NEW:|  2GOT002815  | HASU1278332 | 17218.42 | 22SEE6DCHO1LVKMAI0 | 864  | 51063100 | 2022-05-04 
2023-02-15 12:05:27,465 |         NEW:|  2GOT002809  | MSKU7804433 | 18148.00 | 22SEE6B3X029GC6F18 | 920  | 51063102 | 2022-05-03 
2023-02-15 12:05:27,496 |         NEW:|  2GOT002944  | HASU1004239 | 18178.00 | 22SEE6ODJX129LCQY0 | 920  | 51063103 | 2022-05-10 
2023-02-15 12:05:27,525 |         NEW:|  2GOT001946  | MSKU2334086 | 16409.00 | 22SEE4T4EA1Q1QQ7V1 | 848  | 51063105 | 2022-04-04 
2023-02-15 12:05:27,556 |         NEW:| GOTC01783500 | MOAU0611395 | 17651.00 | 22SEE24LCC5VOJ6680 | 1155 | 51063107 | 2022-02-11 
2023-02-15 12:05:27,591 |         NEW:| GOTC01783500 | TCKU3961682 | 17657.00 | 22SEE255EY5X39K9R7 | 1155 | 51063108 | 2022-02-11 
2023-02-15 12:05:27,629 |         NEW:| GOTC01782400 | TCKU3988370 | 17652.00 | 22SEE2561Q53OTY5A0 | 1155 | 51063109 | 2022-02-11 
2023-02-15 12:05:27,660 |         NEW:| GOTC01782400 | TRLU9758703 | 17665.00 | 22SEE255EX22P5G701 | 1155 | 51063112 | 2022-02-11 
2023-02-15 12:05:27,689 |         NEW:| GOTC01784600 | MOAU5813634 | 17651.00 | 22SEE2BV753AMQEPG6 | 1155 | 51063118 | 2022-02-15 
2023-02-15 12:05:27,720 |         NEW:| GOTC01784600 | TCLU2509660 | 17638.00 | 22SEE2BW5B50V9U2J1 | 1155 | 51063119 | 2022-02-15 
2023-02-15 12:05:27,750 |         NEW:| GOTC05468900 | NYKU8393705 | 19220.20 | 22SEE502RQ045B0OW8 | 1408 | 51063137 | 2022-04-08 
2023-02-15 12:05:27,783 |         NEW:|   78814167   | UACU4101927 | 17016.00 | 22SEE2SRGS3LOEI816 | 875  | 51063220 | 2022-02-24 
2023-02-15 12:05:27,811 |         NEW:|  2GOT004170  | MRSU0090675 | 16925.00 | 22SEE975410TSUIML0 | 2310 | 51063222 | 2022-06-28 
2023-02-15 12:05:27,843 |         NEW:|  2GOT001777  | HASU1240574 | 17501.00 | 22SEE4FRJ52KM2OKG6 | 1734 | 51063223 | 2022-03-28 
2023-02-15 12:05:27,873 |         NEW:|  2GOT001773  | PONU2028614 | 16929.00 | 22SEE48JMG4UK2ORM0 | 2310 | 51063224 | 2022-03-24 
2023-02-15 12:05:27,907 |         NEW:| GOTC02176900 | KKTU8207424 | 17914.50 | 22SEE2CE0R4J1UG9I1 | 1155 | 51063248 | 2022-02-15 
2023-02-15 12:05:27,938 |         NEW:| GOTC06369300 | TRLU9700912 | 17818.30 | 22SEE6G85S3UQGK7M6 | 1186 | 51063249 | 2022-05-06 
2023-02-15 12:05:27,971 |         NEW:| GOTC02618300 | TCLU7482134 | 17948.00 | 22SEE3SLW601H0W4Q1 | 1196 | 51063250 | 2022-03-15 
2023-02-15 12:05:28,001 |         NEW:| GOTC02177300 | MOAU0668195 | 17931.00 | 22SEE2CMFW2MOOS0F0 | 1155 | 51063251 | 2022-02-15 
2023-02-15 12:05:28,033 |         NEW:| GOTC02619400 | TCKU3739090 | 19327.36 | 22SEE2RGVD0N4G2D80 | 1155 | 51063252 | 2022-02-23 
2023-02-15 12:05:28,067 |         NEW:|  2GOT001575  | HASU1143255 | 14368.00 | 22SEE3JJ2J51ECSMW1 | 765  | 51063301 | 2022-03-10 
2023-02-15 12:05:28,098 |         NEW:|  2GOT001355  | PONU0491300 | 18253.40 | 22SEE37U4X1HQJWPD8 | 1155 | 51063372 | 2022-03-04 
2023-02-15 12:05:28,137 |         NEW:|  2GOT002215  | MSKU4389196 | 18986.00 | 22SEE4WEZY2GPKM2Y0 | 960  | 51063379 | 2022-04-06 
2023-02-15 12:05:28,172 |         NEW:|  2GOT002215  | MRKU8195582 | 18996.00 | 22SEE4WNVR1C1Z60L5 | 960  | 51063380 | 2022-04-06 
2023-02-15 12:05:28,204 |         NEW:|  2GOT002215  | TCKU1740872 | 18995.00 | 22SEE4WS3P2YFD6IP1 | 960  | 51063381 | 2022-04-06 
2023-02-15 12:05:28,236 |         NEW:|  2GOT002213  | HASU1048290 | 18997.00 | 22SEE4WRJE4MHRKN02 | 960  | 51063382 | 2022-04-06 
