      DATE & TIME:      |   STATUS:   |     REF:     |    EQU:     |   NWT:   |        MRN:        | PKG: |   ABS:   |    DAT:    
2023-02-15 12:05:38,786 |         NEW:| GOTC05793300 | TEMU0635481 | 17759.00 | 22SEE5P2VD366EQMM7 | 1155 | 51064386 | 2022-04-21 
2023-02-15 12:05:38,828 |         NEW:| GOTC03002500 | TEMU5122780 | 17067.00 | 22SEE37U4Z14406J19 | 1764 | 51064387 | 2022-03-04 
2023-02-15 12:05:38,873 |         NEW:| GOTC03003600 | TCKU2944504 | 17455.46 | 22SEE37XSD4SJKYRE2 | 1743 | 51064388 | 2022-03-04 
2023-02-15 12:05:38,914 |         NEW:| GOTC03002500 | TCKU2682066 | 18001.00 | 22SEE36NQF4BZM84X7 | 1155 | 51064389 | 2022-03-03 
2023-02-15 12:05:38,946 |         NEW:|   22367096   | TLLU2556839 | 16029.00 | 22SEE3HFET2C5MERK0 | 860  | 51064396 | 2022-03-09 
2023-02-15 12:05:38,975 |         NEW:| GOTC03248300 | TCLU7205356 | 17992.00 | 22SEE34JAU03I2CKG0 | 1155 | 51064426 | 2022-03-02 
2023-02-15 12:05:39,011 |         NEW:| GOTC03248300 | TRHU1925684 | 17981.00 | 22SEE34JB13RY4WM80 | 1155 | 51064427 | 2022-03-02 
2023-02-15 12:05:39,048 |         NEW:| GOTC03248300 | TEMU5118455 | 17989.00 | 22SEE34OMT56KVIBE0 | 1155 | 51064428 | 2022-03-02 
2023-02-15 12:05:39,097 |         NEW:| GOTC03248300 | TLLU8235116 | 17992.00 | 22SEE34OMV1052CPQ6 | 1155 | 51064429 | 2022-03-02 
2023-02-15 12:05:39,158 |         NEW:| GOTC03004700 | CRSU1169711 | 17989.00 | 22SEE3FTN93M1NQHY0 | 1155 | 51064430 | 2022-03-08 
2023-02-15 12:05:39,206 |         NEW:| GOTC03004700 | MOAU5822683 | 17980.00 | 22SEE3FZ7W5QIBU572 | 1155 | 51064431 | 2022-03-08 
2023-02-15 12:05:39,254 |         NEW:| GOTC03004700 | SEGU1071841 | 17986.00 | 22SEE3FTNH1E6IG4D0 | 1155 | 51064432 | 2022-03-08 
2023-02-15 12:05:39,299 |         NEW:| GOTC03004700 | KKTU7973981 | 17487.35 | 22SEE3GSL9341DYAF7 | 1123 | 51064433 | 2022-03-09 
2023-02-15 12:05:39,341 |         NEW:| GOTC03004700 | TEMU0612444 | 17991.00 | 22SEE3FY1H00VIQ6D5 | 1155 | 51064434 | 2022-03-08 
2023-02-15 12:05:39,386 |         NEW:|   12668035   | NIDU2377273 | 16886.76 | 22SEE5YH5R5NIIG9R0 | 1176 | 51064441 | 2022-04-26 
2023-02-15 12:05:39,429 |         NEW:|   13375182   | DFSU2703198 | 17573.00 | 22SEE45JFH1F9FU434 | 880  | 51064442 | 2022-03-22 
2023-02-15 12:05:39,475 |         NEW:| GOTC08498800 | TCLU8758464 | 23815.00 | 22SEE8LQYD0FTXILM4 | 1540 | 51064450 | 2022-06-17 
2023-02-15 12:05:39,512 |         NEW:| GOTC08494400 | CAXU7443581 | 23819.00 | 22SEE8LXS02O5FYAN1 | 1540 | 51064451 | 2022-06-17 
2023-02-15 12:05:39,553 |         NEW:| GOTC08496600 | MOFU0616716 | 23825.00 | 22SEE8M7T95BH7KKR6 | 1540 | 51064452 | 2022-06-17 
2023-02-15 12:05:39,593 |         NEW:| GOTC08500600 | TLLU6074310 | 23842.00 | 22SEE8RGG42B3YA9S5 | 1540 | 51064453 | 2022-06-20 
2023-02-15 12:05:39,626 |         NEW:| GOTC08503900 | PCIU9517165 | 23826.00 | 22SEE8L1W008ZMK7V0 | 1540 | 51064455 | 2022-06-16 
2023-02-15 12:05:39,661 |         NEW:| GOTC08505400 | TRHU4272855 | 23819.00 | 22SEE8LRTH2MQXMMY0 | 1540 | 51064456 | 2022-06-17 
2023-02-15 12:05:39,705 |         NEW:| GOTC04998900 | NYKU3831590 | 17123.00 | 22SEE4XI0B18E66JB0 | 2310 | 51064465 | 2022-04-06 
2023-02-15 12:05:39,749 |         NEW:| GOTC04991900 | TCLU7656880 | 17135.00 | 22SEE4X9VW3KX5OFL4 | 2310 | 51064466 | 2022-04-06 
2023-02-15 12:05:39,789 |         NEW:| GOTC06038300 | TCLU7236001 | 16794.00 | 22SEE637N61RXCW211 | 1155 | 51064467 | 2022-04-29 
2023-02-15 12:05:39,826 |         NEW:| GOTC04555500 | SEGU1169205 | 17072.00 | 22SEE4GP9Y5N5E8EE9 | 1764 | 51064468 | 2022-03-28 
2023-02-15 12:05:39,865 |         NEW:| GOTC04087500 | FCIU5171562 | 17024.77 | 22SEE3UPQZ2SYC4JT6 | 1217 | 51064469 | 2022-03-16 
2023-02-15 12:05:39,904 |         NEW:| GOTC05644500 | NYKU3746055 | 16950.00 | 22SEE5WBG323FXCGY7 | 2310 | 51064470 | 2022-04-25 
2023-02-15 12:05:39,970 |         NEW:| GOTC04988800 | MOAU6726452 | 17124.00 | 22SEE4Y9YU1KUMM400 | 2310 | 51064471 | 2022-04-07 
2023-02-15 12:05:40,012 |         NEW:| GOTC04993400 | NYKU3646550 | 17132.00 | 22SEE4UZ9O3MQCC3D2 | 2310 | 51064472 | 2022-04-05 
2023-02-15 12:05:40,052 |         NEW:| GOTC05405700 | SEGU1419829 | 17104.00 | 22SEE5MCLT0OWR2QV6 | 2310 | 51064473 | 2022-04-20 
2023-02-15 12:05:40,095 |         NEW:| GOTC06031300 | KKTU8002928 | 16800.00 | 22SEE635YR1DTWKEQ7 | 1155 | 51064474 | 2022-04-29 
2023-02-15 12:05:40,132 |         NEW:| GOTC05639900 | AKLU6016158 | 17097.90 | 22SEE5NEGQ3AOZ84C8 | 2310 | 51064475 | 2022-04-20 
2023-02-15 12:05:40,169 |         NEW:| 22948217124  | MEDU6116304 | 16834.00 | 22SEE4WWHE3HYTW2M8 | 1155 | 51064482 | 2022-04-06 
2023-02-15 12:05:40,204 |         NEW:| GOTC10724700 | TEMU8924053 | 22144.72 | 22SEEB4I1O0ZXQGFV4 | 1352 | 51064483 | 2022-08-05 
2023-02-15 12:05:40,238 |         NEW:| GOTC09489900 | TRLU8743530 | 22144.72 | 22SEE9KWYM0ZDBQEW8 | 1352 | 51064487 | 2022-07-06 
2023-02-15 12:05:40,274 |         NEW:| GOTC09505500 | TCKU4803547 | 22144.72 | 22SEE9K7GZ4214O195 | 1352 | 51064490 | 2022-07-05 
2023-02-15 12:05:40,313 |         NEW:| GOTC09503300 | SEGU5536274 | 22144.72 | 22SEE9LBKL1Z2TICM5 | 1352 | 51064493 | 2022-07-06 
2023-02-15 12:05:40,356 |         NEW:| GOTC09507700 | FSCU4944142 | 22144.72 | 22SEE9L4ZT0CO2CDE2 | 1352 | 51064494 | 2022-07-06 
2023-02-15 12:05:40,397 |         NEW:| GOTC09491900 | MOFU1419563 | 22144.72 | 22SEE9L4IE3AI4UQT4 | 1352 | 51064495 | 2022-07-06 
2023-02-15 12:05:40,445 |         NEW:| GOTC08118400 | TCLU4543998 | 22120.00 | 22SEE8TJRY3VUCY225 | 1352 | 51064500 | 2022-06-21 
2023-02-15 12:05:40,485 |         NEW:| GOTC08119500 | TCNU4913050 | 22112.00 | 22SEE8S23M47M02FZ1 | 1352 | 51064504 | 2022-06-20 
2023-02-15 12:05:40,539 |         NEW:| GOTC04047800 | FDCU0459880 | 19626.93 | 22SEE48JLF58AJ8EI0 | 1125 | 51064514 | 2022-03-24 
2023-02-15 12:05:40,573 |         NEW:| GOTC05465600 | MOTU0705340 | 20369.00 | 22SEE59CH8010MMGM3 | 2112 | 51064526 | 2022-04-13 
2023-02-15 12:05:40,613 |         NEW:| GOTC05470900 | TLLU6087766 | 20360.00 | 22SEE5BWBV3R92Y0Y0 | 2112 | 51064528 | 2022-04-14 
2023-02-15 12:05:40,648 |         NEW:| GOTC05461900 | NYKU4913861 | 19808.00 | 22SEE59HXU2C66YG61 | 1452 | 51064532 | 2022-04-13 
2023-02-15 12:05:40,677 |         NEW:| GOTC06364500 | TCLU4685837 | 22745.00 | 22SEE6D56M17HU02D5 | 1144 | 51064656 | 2022-05-04 
2023-02-15 12:05:40,714 |         NEW:| GOTC05463400 | KKFU1855077 | 22174.00 | 22SEE5BTS52R2TUOR9 | 1352 | 51064666 | 2022-04-14 
2023-02-15 12:05:40,745 |         NEW:| GOTC10714600 | TCLU9478004 | 22144.72 | 22SEEB34LI5Q3EWLP2 | 1352 | 51064669 | 2022-08-04 
2023-02-15 12:05:40,777 |         NEW:| GOTC07580600 | GESU6591991 | 23819.00 | 22SEE7BZ2B3M9S8DU0 | 1540 | 51064671 | 2022-05-23 
2023-02-15 12:05:40,811 |         NEW:| GOTC07583900 | FSCU4762169 | 23863.00 | 22SEE7EEJY3RE9W6N4 | 1540 | 51064672 | 2022-05-24 
2023-02-15 12:05:40,845 |         NEW:| GOTC05460800 | GESU6909526 | 18829.00 | 22SEE58OJ44J3M2KQ0 | 1210 | 51064685 | 2022-04-12 
2023-02-15 12:05:40,877 |         NEW:| GOTC07148600 | TCLU4219504 | 19727.00 | 22SEE7362M1ZC3EPB6 | 1452 | 51064686 | 2022-05-18 
2023-02-15 12:05:40,910 |         NEW:| GOTC09499300 | KKFU1485814 | 22117.68 | 22SEE9K7T60W0OY4M1 | 1352 | 51064689 | 2022-07-05 
2023-02-15 12:05:40,941 |         NEW:| GOTC04045600 | CAIU8394788 | 18843.00 | 22SEE44OYB44APC3V1 | 1210 | 51064713 | 2022-03-22 
2023-02-15 12:05:40,973 |         NEW:| GOTC03735400 | TLLU4214579 | 18850.00 | 22SEE3W7WZ09LG4RK0 | 1210 | 51064714 | 2022-03-17 
2023-02-15 12:05:41,004 |         NEW:| GOTC06819300 | TCKU4623020 | 18817.00 | 22SEE6S40C46C3KDO8 | 1210 | 51064725 | 2022-05-12 
2023-02-15 12:05:41,032 |         NEW:| GOTC04042300 | TCNU5951707 | 17574.00 | 22SEE47CJQ38WKWMJ4 | 1760 | 51064732 | 2022-03-23 
2023-02-15 12:05:41,058 |         NEW:| GOTC07926300 | CXDU1653680 | 22184.00 | 22SEE7T0310I4A87D0 | 1352 | 51064742 | 2022-06-01 
2023-02-15 12:05:41,091 |         NEW:| GOTC04046700 | SEGU4055485 | 23907.00 | 22SEE46SCT3OA76KO1 | 1540 | 51064749 | 2022-03-23 
2023-02-15 12:05:41,123 |         NEW:| GOTC04040800 | TCLU7901755 | 23912.00 | 22SEE46QHU302FKF07 | 1540 | 51064750 | 2022-03-23 
2023-02-15 12:05:41,160 |         NEW:| GOTC04050900 | CAIU9452322 | 23915.00 | 22SEE45VXE2HH72ME7 | 1540 | 51064751 | 2022-03-22 
2023-02-15 12:05:41,202 |         NEW:| GOTC07146400 | DRYU4303055 | 19838.00 | 22SEE7392Q2Q638CM3 | 1452 | 51064768 | 2022-05-18 
2023-02-15 12:05:41,246 |         NEW:| GOTC07119400 | TCKU4766103 | 19708.00 | 22SEE739MJ2MUH45B7 | 1452 | 51064769 | 2022-05-18 
2023-02-15 12:05:41,291 |         NEW:| GOTC10115800 | ONEU0093437 | 23959.60 | 22SEEA8AVW0FDKWFF4 | 1540 | 51064778 | 2022-07-18 
2023-02-15 12:05:41,336 |         NEW:| GOTC10122600 | TRHU6887925 | 23959.60 | 22SEEA9VA75URY4IP8 | 1540 | 51064779 | 2022-07-19 
2023-02-15 12:05:41,390 |         NEW:| GOTC10114700 | ONEU0019281 | 23946.06 | 22SEEA97E604510FW0 | 1539 | 51064781 | 2022-07-19 
2023-02-15 12:05:41,441 |         NEW:| GOTC04661300 | SEGU5297992 | 19614.14 | 22SEE4M5V85X9OO2G0 | 1302 | 51064852 | 2022-03-31 
2023-02-15 12:05:41,519 |         NEW:| GOTC04044500 | TRHU7279956 | 19472.00 | 22SEE48JLA0IAFW7O1 | 1327 | 51064854 | 2022-03-24 
2023-02-15 12:05:41,575 |         NEW:| GOTC06826800 | GCXU2269820 | 14501.00 | 22SEE6O2PX03DN62B4 | 1770 | 51064857 | 2022-05-10 
2023-02-15 12:05:41,645 |         NEW:| GOTC03745500 | TRHU6449092 | 19252.00 | 22SEE3VPRX3A7G42P2 | 1303 | 51064918 | 2022-03-17 
2023-02-15 12:05:41,700 |         NEW:| GOTC05362900 | CRSU1475624 | 17898.00 | 22SEE69D4G1UBMG4L2 | 1155 | 51064919 | 2022-05-02 
2023-02-15 12:05:41,756 |         NEW:| GOTC05357600 | TLLU8439803 | 17839.00 | 22SEE69D4F1GJJ0IV9 | 1155 | 51064920 | 2022-05-02 
2023-02-15 12:05:41,803 |         NEW:| GOTC05359800 | FBIU0314674 | 17903.00 | 22SEE69GDX3RJ2ENR9 | 1155 | 51064921 | 2022-05-02 
2023-02-15 12:05:41,846 |         NEW:| GOTC04958500 | NYKU3431145 | 17087.00 | 22SEE4XF1N1HJ120M3 | 1100 | 51064922 | 2022-04-06 
2023-02-15 12:05:41,888 |         NEW:| GOTC05356500 | GCXU2207643 | 17902.00 | 22SEE69ECF0RABMKX0 | 1155 | 51064923 | 2022-05-02 
2023-02-15 12:05:41,924 |         NEW:| GOTC09465300 | KKTU8221016 | 17992.80 | 22SEE9JXU21BNXM192 | 1155 | 51064924 | 2022-07-05 
2023-02-15 12:05:41,965 |         NEW:| GOTC03728600 | SEGU2249516 | 17872.42 | 22SEE3SY1T328SOOT4 | 1135 | 51064925 | 2022-03-15 
2023-02-15 12:05:42,013 |         NEW:| GOTC06029300 | DRYU4277974 | 18786.71 | 22SEE5YL8A2V7K0PH8 | 1279 | 51064940 | 2022-04-26 
2023-02-15 12:05:42,053 |         NEW:| GOTC04043400 | ONEU0071905 | 19523.00 | 22SEE46KMC54IV2F78 | 1315 | 51064942 | 2022-03-23 
2023-02-15 12:05:42,089 |         NEW:| GOTC03731700 | FFAU1486625 | 19315.72 | 22SEE43W3K0V8FGDH8 | 1406 | 51064943 | 2022-03-21 
2023-02-15 12:05:42,122 |         NEW:| GOTC04665700 | NYKU5824938 | 18817.00 | 22SEE4AD492CAHYM50 | 1188 | 51064944 | 2022-03-25 
2023-02-15 12:05:42,154 |         NEW:| GOTC04048900 | TCLU6329537 | 19346.60 | 22SEE46KLT13WEKLZ1 | 1603 | 51064947 | 2022-03-23 
2023-02-15 12:05:42,186 |         NEW:|  2GOT002487  | HASU1486613 | 17820.79 | 22SEE5W0C15T0PGOC2 | 1209 | 51064948 | 2022-04-25 
2023-02-15 12:05:42,218 |         NEW:|  2GOT004480  | MSKU7365069 | 17244.75 | 22SEE9I8C75JI9OC06 | 975  | 51064949 | 2022-07-04 
2023-02-15 12:05:42,245 |         NEW:|  2GOT004482  | TCLU2456929 | 17551.60 | 22SEE9NS1L1LTK4AP6 | 880  | 51064951 | 2022-07-07 
2023-02-15 12:05:42,274 |         NEW:| GOTC06826800 | KKTU7879086 | 16873.00 | 22SEE6SYL41AI4CCS2 | 2310 | 51064953 | 2022-05-13 
2023-02-15 12:05:42,306 |         NEW:| GOTC09748700 | FCIU5660814 | 19185.60 | 22SEE9JAPE3LG6O5V9 | 1920 | 51064954 | 2022-07-05 
2023-02-15 12:05:42,343 |         NEW:| GOTC08135300 | NYKU9737410 | 19218.00 | 22SEE873SC04YYSLJ4 | 1920 | 51064955 | 2022-06-09 
2023-02-15 12:05:42,382 |         NEW:| GOTC07695600 | TRHU1870431 | 16035.00 | 22SEE7DO9I1ZRRAFU3 | 1600 | 51064956 | 2022-05-24 
2023-02-15 12:05:42,418 |         NEW:| GOTC09748700 | FCIU4408114 | 19155.66 | 22SEE9J8D14FZIII43 | 1917 | 51064957 | 2022-07-05 
2023-02-15 12:05:42,454 |         NEW:| GOTC05643400 | FCGU2327870 | 16471.60 | 22SEE5NEGV58MNMKA0 | 2250 | 51064958 | 2022-04-20 
2023-02-15 12:05:42,487 |         NEW:| GOTC05641900 | KKTU8025040 | 16488.00 | 22SEE5NGAA1HVWEL44 | 2250 | 51064959 | 2022-04-20 
2023-02-15 12:05:42,522 |         NEW:| GOTC05636600 | NYKU3905434 | 16479.00 | 22SEE5O5QQ2WQLOIJ0 | 2250 | 51064960 | 2022-04-21 
2023-02-15 12:05:42,556 |         NEW:| GOTC05638800 | TTNU1407241 | 16498.00 | 22SEE5O6QY3H00A380 | 2250 | 51064961 | 2022-04-21 
2023-02-15 12:05:42,587 |         NEW:| GOTC05637700 | FBIU0358688 | 16480.00 | 22SEE5OATN4WTK0P62 | 2250 | 51064962 | 2022-04-21 
2023-02-15 12:05:42,622 |         NEW:| GOTC05642300 | FCIU5681680 | 16526.00 | 22SEE5OEUC4HWOS584 | 2250 | 51064963 | 2022-04-21 
2023-02-15 12:05:42,654 |         NEW:| GOTC05640800 | TTNU1851467 | 16454.80 | 22SEE5OH0C0ZNPCPA9 | 2250 | 51064964 | 2022-04-21 
2023-02-15 12:05:42,686 |         NEW:|  2GOT004434  | MSKU2209320 | 18936.00 | 22SEEA0KOD47EPALH3 | 960  | 51064965 | 2022-07-14 
2023-02-15 12:05:42,719 |         NEW:|  2GOT004434  | TEMU3893387 | 18936.00 | 22SEE9YTWH1Y17WOZ7 | 960  | 51064966 | 2022-07-13 
2023-02-15 12:05:42,750 |         NEW:|  2GOT004440  | MRKU7128337 | 18936.00 | 22SEE9X3Y125KDK9Y3 | 960  | 51064967 | 2022-07-12 
2023-02-15 12:05:42,783 |         NEW:|  2GOT004440  | MRKU6889028 | 18936.00 | 22SEE9XWXT21J5IET8 | 960  | 51064968 | 2022-07-13 
2023-02-15 12:05:42,817 |         NEW:|  2GOT004440  | MRKU7146325 | 18936.00 | 22SEE9Y3J85CYWW8B1 | 960  | 51064969 | 2022-07-13 
2023-02-15 12:05:42,842 |         NEW:|  2GOT004440  | SUDU7687515 | 18936.00 | 22SEE9XWXS4LN2U6E7 | 960  | 51064970 | 2022-07-13 
2023-02-15 12:05:42,878 |         NEW:|  2GOT004440  | TTNU1077197 | 18936.00 | 22SEE9Y4SP0J2KOFY4 | 960  | 51064971 | 2022-07-13 
2023-02-15 12:05:42,908 |         NEW:|  2GOT004440  | MRKU9392586 | 18936.00 | 22SEE9XSK92E8OW8T9 | 960  | 51064972 | 2022-07-13 
2023-02-15 12:05:42,939 |         NEW:|  2GOT004440  | TEMU1363109 | 18936.00 | 22SEE9X83J0WU7QPY3 | 960  | 51064973 | 2022-07-12 
2023-02-15 12:05:42,972 |         NEW:|  2GOT004433  | MRKU8398390 | 18936.00 | 22SEE9WU1Z566US5E9 | 960  | 51064974 | 2022-07-12 
2023-02-15 12:05:43,007 |         NEW:|  2GOT004433  | BSIU3056459 | 18936.00 | 22SEE9X1PO0F0KA8G0 | 960  | 51064975 | 2022-07-12 
2023-02-15 12:05:43,042 |         NEW:|  2GOT004433  | MSKU7083337 | 18936.00 | 22SEE9X1PP4LSDOMI4 | 960  | 51064976 | 2022-07-12 
2023-02-15 12:05:43,078 |         NEW:|  2GOT004433  | MRKU7751542 | 18936.00 | 22SEE9X1PM2KTW28X3 | 960  | 51064977 | 2022-07-12 
2023-02-15 12:05:43,107 |         NEW:|  2GOT004433  | MRKU7256446 | 18936.00 | 22SEE9WTMP58GF6CE6 | 960  | 51064978 | 2022-07-12 
2023-02-15 12:05:43,171 |         NEW:|  2GOT004441  | MSKU3142046 | 18936.00 | 22SEE9X38G28O0G613 | 960  | 51064979 | 2022-07-12 
2023-02-15 12:05:43,214 |         NEW:|  2GOT004440  | MRKU9309102 | 18936.00 | 22SEE9XZAC3HFBEJC6 | 960  | 51064981 | 2022-07-13 
2023-02-15 12:05:43,251 |         NEW:|  2GOT004434  | MSKU7148485 | 18936.00 | 22SEEA0WFL01YFAQN2 | 960  | 51064982 | 2022-07-14 
2023-02-15 12:05:43,288 |         NEW:|  2GOT004434  | MRKU8138047 | 18936.00 | 22SEEA0J15598XU9C6 | 960  | 51064983 | 2022-07-14 
2023-02-15 12:05:43,323 |         NEW:|  2GOT004434  | MSKU7545610 | 18936.00 | 22SEE9YNY33EORCG53 | 960  | 51064984 | 2022-07-13 
2023-02-15 12:05:43,362 |         NEW:|  2GOT004434  | SUDU1330222 | 18936.00 | 22SEEA0TKY4X7DSEU0 | 960  | 51064985 | 2022-07-14 
2023-02-15 12:05:43,396 |         NEW:|  2GOT002956  | MSKU7917790 | 18940.00 | 22SEE6O3UQ3FIU4AC8 | 960  | 51064986 | 2022-05-10 
2023-02-15 12:05:43,424 |         NEW:|  2GOT004441  | MRKU8523850 | 18936.00 | 22SEE9X38H40MGIDH3 | 960  | 51064987 | 2022-07-12 
2023-02-15 12:05:43,460 |         NEW:|  2GOT004441  | MRKU7911770 | 18936.00 | 22SEE9W5MZ2M5DS3T8 | 960  | 51064988 | 2022-07-12 
2023-02-15 12:05:43,495 |         NEW:|  2GOT004441  | MSKU7696112 | 18936.00 | 22SEE9X1PR391UM6B4 | 960  | 51064989 | 2022-07-12 
2023-02-15 12:05:43,525 |         NEW:|  2GOT004441  | MSKU7564950 | 18936.00 | 22SEE9X38J4KN2G003 | 960  | 51064990 | 2022-07-12 
2023-02-15 12:05:43,561 |         NEW:|  2GOT002956  | MRKU9313490 | 18943.00 | 22SEE6O89V3FAS4P35 | 960  | 51064991 | 2022-05-10 
2023-02-15 12:05:43,594 |         NEW:|  2GOT002956  | MSKU5048506 | 18933.00 | 22SEE6O11V57E9UIT3 | 960  | 51064992 | 2022-05-10 
2023-02-15 12:05:43,624 |         NEW:|  2GOT002956  | HASU1399381 | 18961.00 | 22SEE6OFBD1IBFKJ38 | 960  | 51064993 | 2022-05-10 
2023-02-15 12:05:43,651 |         NEW:|  2GOT002956  | MSKU7604040 | 18952.00 | 22SEE6OFA44S5KIOM9 | 960  | 51064994 | 2022-05-10 
2023-02-15 12:05:43,685 |         NEW:|  2GOT002956  | SUDU7998630 | 18934.00 | 22SEE6O2PD4H8YCB05 | 960  | 51064995 | 2022-05-10 
2023-02-15 12:05:43,719 |         NEW:|  2GOT004431  | MSKU4456587 | 18936.00 | 22SEE9ZYYD4URVS365 | 960  | 51064996 | 2022-07-14 
2023-02-15 12:05:43,754 |         NEW:|  2GOT004431  | MRKU8557784 | 18936.00 | 22SEEA07L15QN9WN04 | 960  | 51064997 | 2022-07-14 
2023-02-15 12:05:43,788 |         NEW:|  2GOT004431  | TCLU3523718 | 18936.00 | 22SEEA09XG516MGIA6 | 960  | 51064998 | 2022-07-14 
2023-02-15 12:05:43,821 |         NEW:|  2GOT004431  | MSKU5915612 | 18936.00 | 22SEE9Z0I41WNUEE01 | 960  | 51064999 | 2022-07-13 
2023-02-15 12:05:43,850 |         NEW:|  2GOT004431  | MRKU7213402 | 18936.00 | 22SEE9ZWI73PY4OFU9 | 960  | 51065000 | 2022-07-14 
2023-02-15 12:05:43,880 |         NEW:|  2GOT002945  | MRKU8356990 | 17912.00 | 22SEE6M5RT25BOIOW6 | 1155 | 51065001 | 2022-05-09 
2023-02-15 12:05:43,917 |         NEW:|  2GOT002953  | MSKU7452461 | 17982.00 | 22SEE6M8ZY47HC09D2 | 1155 | 51065002 | 2022-05-09 
2023-02-15 12:05:43,949 |         NEW:|  2GOT002940  | SUDU1355534 | 15259.00 | 22SEE6PN9C2M53I1U5 | 980  | 51065003 | 2022-05-11 
2023-02-15 12:05:43,984 |         NEW:|  2GOT004431  | MRKU9581851 | 18936.00 | 22SEE9ZULR4APPG890 | 960  | 51065004 | 2022-07-14 
2023-02-15 12:05:44,009 |         NEW:|  2GOT004431  | TLLU2393958 | 18936.00 | 22SEE9ZULF4ACQ8LI2 | 960  | 51065005 | 2022-07-14 
2023-02-15 12:05:44,045 |         NEW:|  2GOT004432  | SUDU1495120 | 18936.00 | 22SEEA0F585E8OYFU8 | 960  | 51065006 | 2022-07-14 
2023-02-15 12:05:44,075 |         NEW:|  2GOT004432  | MRKU7735840 | 18936.00 | 22SEEA04L5171YWCR0 | 960  | 51065007 | 2022-07-14 
2023-02-15 12:05:44,111 |         NEW:|  2GOT004432  | MSKU7807915 | 18936.00 | 22SEEA06PD4RZJK2G4 | 960  | 51065008 | 2022-07-14 
2023-02-15 12:05:44,142 |         NEW:|  2GOT002814  | PONU2092824 | 18958.00 | 22SEE6FYK557TR28T4 | 960  | 51065009 | 2022-05-06 
2023-02-15 12:05:44,173 |         NEW:|  2GOT002810  | MRKU7405067 | 18931.00 | 22SEE6FBRG07OBI4I9 | 960  | 51065010 | 2022-05-05 
2023-02-15 12:05:44,205 |         NEW:|  2GOT002810  | MSKU3051250 | 18953.00 | 22SEE6F85K0ZNA2OX0 | 960  | 51065011 | 2022-05-05 
2023-02-15 12:05:44,237 |         NEW:|  2GOT002810  | PONU2055604 | 18951.00 | 22SEE6FXV33GJB64F4 | 960  | 51065012 | 2022-05-06 
2023-02-15 12:05:44,270 |         NEW:|  2GOT002810  | MRKU7852471 | 18950.00 | 22SEE6G0IF2VCHI1O5 | 960  | 51065013 | 2022-05-06 
2023-02-15 12:05:44,299 |         NEW:|   33371226   | GLDU5219477 | 17899.00 | 22SEE3VHTB4TTI0DO3 | 1155 | 51065028 | 2022-03-17 
2023-02-15 12:05:44,333 |         NEW:|  2GOT004556  | MSKU5507586 | 16687.65 | 22SEEA9W4U1RWCSNY7 | 1155 | 51065039 | 2022-07-19 
2023-02-15 12:05:44,366 |         NEW:|  2GOT005064  | MRKU9256907 | 17411.68 | 22SEEBGGZQ2VJXUMR4 | 1480 | 51065040 | 2022-08-11 
2023-02-15 12:05:44,400 |         NEW:|  2GOT005204  | SUDU1698235 | 18080.58 | 22SEEBR83F0YPHEPT9 | 1155 | 51065041 | 2022-08-17 
2023-02-15 12:05:44,433 |         NEW:|  2GOT004438  | TCKU1193311 | 16126.20 | 22SEE9NWHD3T40EPW0 | 2200 | 51065042 | 2022-07-07 
2023-02-15 12:05:44,467 |         NEW:|  2GOT004168  | SUDU7790544 | 16912.00 | 22SEE96V4G5VBNUF30 | 2310 | 51065043 | 2022-06-28 
2023-02-15 12:05:44,503 |         NEW:|  2GOT003961  | HASU1305295 | 17856.00 | 22SEE8TD5S4FFJMD40 | 1210 | 51065044 | 2022-06-21 
2023-02-15 12:05:44,532 |         NEW:|  2GOT004553  | MSKU3323363 | 16687.65 | 22SEEA9SKT0L0I6681 | 1155 | 51065045 | 2022-07-19 
2023-02-15 12:05:44,567 |         NEW:|  2GOT004555  | MRKU8423949 | 16687.65 | 22SEEAA0EN478VK423 | 1155 | 51065046 | 2022-07-19 
2023-02-15 12:05:44,600 |         NEW:| GOTC07144900 | TCKU3302237 | 14763.00 | 22SEE711O413XVCR27 | 2010 | 51065047 | 2022-05-17 
2023-02-15 12:05:44,633 |         NEW:| GOTC04656700 | TCLU8453660 | 19745.24 | 22SEE4M0W02YFOUBI7 | 1273 | 51065051 | 2022-03-31 
2023-02-15 12:05:44,665 |         NEW:| GOTC04039900 | KKFU7935523 | 19165.36 | 22SEE44U521QO0E3K3 | 1170 | 51065054 | 2022-03-22 
2023-02-15 12:05:44,699 |         NEW:| GOTC04041900 | TCNU7858044 | 19447.00 | 22SEE44PC858HSM5E2 | 2380 | 51065056 | 2022-03-22 
2023-02-15 12:05:44,736 |         NEW:| GOTC03743300 | TLLU6055856 | 19647.48 | 22SEE3XHG714DKWL11 | 1285 | 51065057 | 2022-03-18 
2023-02-15 12:05:44,767 |         NEW:| GOTC04049300 | NYKU0822315 | 19591.00 | 22SEE4AD492FBVQPN9 | 1196 | 51065060 | 2022-03-25 
2023-02-15 12:05:44,799 |         NEW:|  2GOT004985  | MSKU4343261 | 18349.40 | 22SEEB1VYP2RVV44G3 | 920  | 51065061 | 2022-08-03 
2023-02-15 12:05:44,831 |         NEW:|  2GOT004987  | HASU1316520 | 18349.40 | 22SEEB1WF443AJELX0 | 920  | 51065062 | 2022-08-03 
